"NUTS0","NUTS1","NUTS2","NUTS3","LAU1","LAU2","Year","Month","Day","numberPositive","numberObservations","isPositive","percentagePositive","LAU1Name","LAU2Name","variable1","variable2"
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,14,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",1.66135842919965,10.9698853437764
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,15,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.278337589387015,23.6977132363093
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,16,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.50194432630794,18.517263676763
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,17,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.635408164052491,21.2486257051429
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,18,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.312967464204408,24.247778016633
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,19,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-1.42107610200227,24.7131175737568
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,20,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.265711523383379,13.7285848174091
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,21,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.323512372874813,24.9549426757582
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,22,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",1.38352514006803,16.7883493034215
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,23,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-1.40561838834741,14.3336177056609
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,24,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-2.45087454584493,16.4560187377234
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,25,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-1.20577942403315,31.0019407293248
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,26,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-1.3353519752317,19.9874512750316
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,27,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",1.04797152922724,11.7702885241164
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,28,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.599548186687664,25.4725435215094
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,29,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-1.61081300645662,32.2734421717084
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,30,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.194250347546048,13.5407930449998
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,1,31,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.475928881119625,32.9238369511798
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,1,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.0277102769847576,23.3838285653091
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,2,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.993300122575348,21.3742591628996
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,3,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.840091154192547,29.1493623857029
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,4,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.704941846527175,16.9805283234787
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,5,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.203297779415648,21.1273933946903
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,6,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.891523178602709,21.0877914955834
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,7,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",1.6104403855784,21.8108089755018
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,8,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.68679248607597,15.5612085348359
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,9,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.915684929005321,8.45065384141239
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,10,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.146158978054012,18.5035257320215
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,11,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.7663603343674,23.3985619905606
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,12,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.0383152048524391,16.6683671917863
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,13,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.551038360144294,18.6156753431717
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,14,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.207447242019147,23.1091424386388
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,15,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.215418121099661,10.6040506485995
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,16,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.241631487742136,13.8027881001286
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,17,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.540246348189177,23.2040535246756
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,18,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",2.28470874393277,20.3208977312188
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,19,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.770508793682133,21.2754578468515
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,20,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.218519918672128,22.9524878510348
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,21,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.552013885852745,14.0641922532528
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,22,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",1.28836858938477,20.4058455971171
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,23,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.598372995135333,15.4498959938462
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,24,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.316859281013677,21.2098965278266
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,25,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.557544424402852,20.4589031222761
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,26,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",1.8625205885542,18.8291882971449
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,27,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",0.340284014532571,10.9499813102904
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,28,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-0.5341773184238,18.1216600843838
"EE","EE0","EE00","EE006","EE0060059","EE00600590345",2016,2,29,NA,0,NA,NA,"Laane-Viru maakond","Kunda linn",-1.07576327472095,15.0073906254919
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2015,12,31,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.552585644594372,21.7822163662815
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,1,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",1.0155574155544,25.9722520489898
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,2,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",1.12866157351342,24.0532153656475
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,3,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-1.41225502469534,15.1874905139975
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,4,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",1.81454593813162,19.0125734270778
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,5,1,4,1,0.25,"Laane-Viru maakond","Laekvere vald",0.77627952346856,18.6356630008987
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,6,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.904193525291476,23.5771773465136
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,7,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.151694440110515,21.4020956792525
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,8,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.47520176578483,26.641725518705
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,9,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.0868169530772092,8.46749094253619
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,10,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.282714992122033,19.506007749399
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,11,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.874979458948231,18.3394608298134
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,12,1,9,1,0.111111111111111,"Laane-Viru maakond","Laekvere vald",0.48513740717639,13.0923545410377
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,13,0,6,0,0,"Laane-Viru maakond","Laekvere vald",-0.340962022114287,15.2755102556658
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,14,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.589803893382451,14.0410923419236
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,15,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.45779424411153,25.3779462901578
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,16,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",1.6463161853799,19.1763052064465
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,17,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",1.31170386465971,16.2965011063669
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,18,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.175847282716408,15.7516194207853
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,19,0,18,0,0,"Laane-Viru maakond","Laekvere vald",-0.700301690477055,15.7151201095491
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,20,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.874068099567082,18.3613298828756
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,21,0,2,0,0,"Laane-Viru maakond","Laekvere vald",-0.790979950842336,17.0439782010512
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,22,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.552516764968605,15.4820135792906
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,23,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.330529200030675,14.4519829712316
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,24,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.817378897783483,19.1880954819684
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,25,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-1.08962054905362,24.1493958505663
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,26,0,10,0,0,"Laane-Viru maakond","Laekvere vald",-0.440135814685843,21.871591301214
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,27,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.183225165364714,29.7106849122015
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,28,3,5,1,0.6,"Laane-Viru maakond","Laekvere vald",1.4375832434254,18.262825906453
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,29,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.115378225384973,18.5390594834545
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,30,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.223262793128762,16.0390289795313
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,1,31,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.85294594664107,9.99226817487884
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,1,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",1.0928103157644,24.875464648324
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,2,0,20,0,0,"Laane-Viru maakond","Laekvere vald",0.181231396998755,27.1947849173915
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,3,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.64806948679538,19.9089685612699
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,4,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.30274122586034,19.4166538173481
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,5,0,2,0,0,"Laane-Viru maakond","Laekvere vald",-0.928398163186561,29.039387424419
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,6,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.440871371771226,19.6085557493527
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,7,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.372481788714959,22.7398555133735
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,8,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.817698099264646,24.6214075343875
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,9,0,16,0,0,"Laane-Viru maakond","Laekvere vald",-0.577042410739639,21.8107150914756
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,10,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",1.014091867339,22.2844648250244
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,11,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.0661054679325318,16.6204277894012
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,12,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-1.93007161856328,15.9639914474952
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,13,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.720111817944939,20.9187566340919
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,14,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.439655317500039,13.2370049363938
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,15,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.349959404095901,18.5827364931532
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,16,0,6,0,0,"Laane-Viru maakond","Laekvere vald",-1.49766636835482,16.4583394925858
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,17,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.0459947542279762,15.6984153230741
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,18,0,10,0,0,"Laane-Viru maakond","Laekvere vald",-0.664002724775838,25.8643592449299
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,19,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.351877759574955,21.8163539703164
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,20,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.861052381490187,20.6261450355486
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,21,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.647905071750828,19.6731141445039
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,22,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-0.709225752502855,16.8702937801523
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,23,0,20,0,0,"Laane-Viru maakond","Laekvere vald",-0.399671204826665,26.8646017986707
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,24,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.14662136966086,23.3118371777797
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,25,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",2.13009924330664,13.7951140642257
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,26,1,12,1,0.0833333333333333,"Laane-Viru maakond","Laekvere vald",-0.0877144537376512,15.8573122433598
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,27,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",-1.46689469039374,16.9629136687402
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,28,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.651661480925902,20.263359822162
"EE","EE0","EE00","EE006","EE0060059","EE00600590381",2016,2,29,NA,0,NA,NA,"Laane-Viru maakond","Laekvere vald",0.879556636026541,19.2072502730785
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2015,12,31,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.756953612798952,24.2562800257196
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,1,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.959205700386695,23.8652271294901
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,2,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.828730684563673,31.2698834851768
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,3,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-1.40258371286389,20.3707526089475
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,4,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.616446909089092,23.7316083708359
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,5,1,2,1,0.5,"Laane-Viru maakond","Rakke vald",0.426110455992412,23.9532074011288
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,6,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.224878849374591,21.0644959222355
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,7,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.674570076350556,16.9084227516467
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,8,0,6,0,0,"Laane-Viru maakond","Rakke vald",1.31422470990816,16.922825208323
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,9,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.329388776979046,22.5758542192595
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,10,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.993744129078826,20.4110243864181
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,11,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-1.27100545490662,21.4894173814686
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,12,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-1.12162412398598,15.0065432476361
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,13,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.309421147324671,21.2456313318303
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,14,0,2,0,0,"Laane-Viru maakond","Rakke vald",-1.19559332779067,22.2494826231315
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,15,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",1.45054740058487,27.5813658645911
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,16,0,2,0,0,"Laane-Viru maakond","Rakke vald",0.386777209905475,21.0141288144315
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,17,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",1.01750060590446,21.8820130654352
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,18,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",1.18390063215551,18.5353746744334
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,19,2,6,1,0.333333333333333,"Laane-Viru maakond","Rakke vald",-1.16856423677169,18.4089284310605
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,20,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.497767512266278,32.4775458726858
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,21,0,2,0,0,"Laane-Viru maakond","Rakke vald",-0.367639189409752,11.323571775725
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,22,0,6,0,0,"Laane-Viru maakond","Rakke vald",-0.248999625786155,23.15206158257
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,23,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.636355324999075,17.8334656859858
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,24,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.997065724081568,22.4458317641572
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,25,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.555793413296447,30.2803382700334
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,26,1,8,1,0.125,"Laane-Viru maakond","Rakke vald",0.12830955898947,15.3808508822151
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,27,0,4,0,0,"Laane-Viru maakond","Rakke vald",-0.0425818680600636,29.3088957804966
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,28,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-1.19389187807544,21.9241240124188
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,29,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.0979110964254777,24.8812017645001
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,30,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",2.57344896740013,18.4261486589224
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,1,31,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",2.42135128854159,13.9808712569312
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,1,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.488388596925636,24.9145409893392
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,2,2,4,1,0.5,"Laane-Viru maakond","Rakke vald",1.81126992420376,21.027989206626
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,3,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.433492092761514,19.7831738638278
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,4,0,2,0,0,"Laane-Viru maakond","Rakke vald",0.478587025391507,21.4273734466237
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,5,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-1.20676648973965,22.9480875813954
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,6,0,2,0,0,"Laane-Viru maakond","Rakke vald",0.524051839519997,13.1833540162564
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,7,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.373331582668011,12.8380026011928
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,8,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.236301812467079,22.4133124773704
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,9,0,2,0,0,"Laane-Viru maakond","Rakke vald",-1.49791650623791,15.3273860394214
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,10,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.342894590962116,25.0700992739288
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,11,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-1.13046879555514,24.0999507352558
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,12,0,4,0,0,"Laane-Viru maakond","Rakke vald",-0.5275250540104,23.1256101201066
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,13,0,2,0,0,"Laane-Viru maakond","Rakke vald",-0.520557013491038,20.802910901112
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,14,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",1.73095934138884,20.11587653253
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,15,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.926171116512103,29.7951970887976
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,16,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.748178698864223,22.3879737249917
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,17,0,2,0,0,"Laane-Viru maakond","Rakke vald",-0.368939121994879,24.5680280998673
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,18,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.235857232621878,22.1869648232949
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,19,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.902639747678375,20.2210292732933
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,20,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.223534888010676,22.3029533109804
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,21,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.390141923772595,22.8517506728714
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,22,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-1.13289366964201,23.0601246981267
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,23,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-1.44364515347764,18.0202766723664
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,24,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.681736807341412,20.3207318698021
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,25,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.0492399285187042,17.5147777209263
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,26,0,8,0,0,"Laane-Viru maakond","Rakke vald",0.079666765501412,20.492298139745
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,27,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",-0.118798187077159,15.5810407420831
"EE","EE0","EE00","EE006","EE0060059","EE00600590660",2016,2,28,NA,0,NA,NA,"Laane-Viru maakond","Rakke vald",0.733899837429483,25.9730058508724
